,LSAT,UGPA,ZFYA,race,sex,score,label
8854,34.0,2.2,-0.09,0,1,0.8048381,1.0
8855,27.5,2.1,-0.98,0,0,0.38033673,0.0
8856,25.0,2.4,-1.23,0,0,0.21837859,1.0
8857,18.5,3.5,-0.17,0,1,0.75635725,1.0
8858,39.0,2.8,-0.31,1,0,0.9228627,1.0
8859,32.5,2.9,-0.79,1,0,0.7347403,1.0
8860,23.0,3.2,0.08,0,1,0.5317823,0.0
8861,37.0,3.0,0.79,1,0,0.9632815,1.0
8862,33.0,3.0,0.65,1,0,0.96603304,1.0
8863,25.0,2.5,-0.36,0,1,0.5470749,1.0
8864,29.0,3.5,-0.08,1,1,0.8288728,0.0
8865,39.0,3.0,1.56,1,1,0.99605393,1.0
8866,27.0,3.3,-1.38,1,0,0.74383706,1.0
8867,27.5,2.4,0.83,0,0,0.87397337,1.0
8868,32.0,3.4,0.23,1,1,0.959797,1.0
8869,35.0,2.8,0.71,1,0,0.92935807,1.0
8870,22.0,3.3,-0.71,0,1,0.7200426,1.0
8871,25.0,2.9,-0.71,0,1,0.6497612,1.0
8872,34.0,2.3,-0.98,0,0,0.4982679,0.0
8873,42.0,3.3,-0.23,1,1,0.9807973,1.0
8874,21.0,3.3,0.79,1,1,0.80035436,1.0
8875,22.0,2.9,0.81,0,0,0.88021976,1.0
8876,29.0,3.7,1.27,1,0,0.9990054,1.0
8877,26.0,2.9,0.08,0,0,0.73486763,1.0
8878,28.0,2.6,-0.09,0,1,0.7772482,1.0
8879,25.5,2.6,0.21,0,1,0.77764845,1.0
8880,38.0,3.8,1.56,1,1,0.99967337,1.0
8881,33.0,3.2,-0.44,1,1,0.8310165,0.0
8882,25.0,2.6,-0.73,0,0,0.6788189,1.0
8883,43.0,2.8,1.27,1,1,0.98594,1.0
8884,29.0,2.9,-0.06,0,0,0.8962811,1.0
8885,35.5,2.9,0.65,1,1,0.96710724,1.0
8886,25.0,2.3,0.16,0,0,0.82711667,1.0
8887,22.0,2.7,-1.11,0,1,0.47581375,1.0
8888,32.0,2.6,0.19,0,1,0.87386477,1.0
8889,22.5,2.9,-1.28,0,0,0.64817613,1.0
8890,25.0,2.3,-0.32,0,0,0.6755892,1.0
8891,35.0,3.2,1.33,1,1,0.934181,1.0
8892,40.0,2.4,0.31,1,1,0.9416565,1.0
8893,36.0,3.2,-1.78,1,0,0.70820296,1.0
8895,32.0,3.2,0.86,1,0,0.97549623,1.0
8896,36.0,3.5,-0.04,1,0,0.9599444,1.0
8898,36.0,2.5,-1.4,1,0,0.71159154,1.0
8899,41.0,2.8,0.11,1,1,0.93006516,1.0
8900,35.0,3.9,-1.05,1,1,0.9274544,1.0
8902,36.0,3.2,-0.86,1,0,0.8705647,1.0
8903,39.0,3.8,0.39,1,1,0.98110193,1.0
8904,36.0,3.6,-0.61,1,1,0.9573238,1.0
8905,37.0,3.3,0.11,1,0,0.96005946,1.0
8906,34.0,3.9,0.19,1,1,0.87951505,1.0
8907,33.0,3.6,0.49,1,0,0.96284145,1.0
8908,39.0,2.8,0.44,1,1,0.98149383,1.0
8909,38.0,3.3,-0.56,1,1,0.9469168,1.0
8910,39.0,2.8,0.34,1,0,0.9653503,1.0
8911,31.0,2.7,0.19,1,0,0.88594395,1.0
8912,36.0,3.1,-1.45,1,1,0.5796772,1.0
8913,34.0,3.8,0.11,1,1,0.9756765,1.0
8914,42.0,2.7,0.68,1,0,0.9931514,1.0
8915,29.0,3.6,-2.25,0,1,0.84067196,1.0
8916,40.0,2.9,0.04,1,0,0.95008916,1.0
8917,35.0,3.6,-0.09,1,1,0.9782929,1.0
8918,38.0,3.3,-0.83,1,0,0.94872034,1.0
8919,36.5,3.1,-0.76,1,0,0.88729596,1.0
8920,39.0,2.7,1.43,1,0,0.999297,1.0
8921,37.0,3.2,-0.41,1,1,0.9220364,1.0
8922,35.0,2.9,0.73,1,1,0.9379292,1.0
8923,33.0,3.0,-1.3,1,0,0.85434276,1.0
8924,34.5,3.1,1.88,1,0,0.99937433,1.0
8925,38.0,3.5,0.98,1,1,0.99244213,1.0
8926,42.0,3.6,-0.43,1,0,0.97109187,1.0
8927,33.0,3.0,2.3,1,1,0.989214,1.0
8928,40.0,3.0,-0.25,1,0,0.9657715,1.0
8929,41.0,3.8,1.81,1,1,0.9998733,1.0
8930,42.0,2.5,0.18,1,1,0.9515475,1.0
8931,33.5,2.1,-0.94,1,0,0.7133735,1.0
8932,42.0,2.6,-0.73,1,1,0.8579021,1.0
8933,34.0,2.4,-0.05,1,0,0.88373613,1.0
8934,27.0,3.9,0.9,1,1,0.9856112,1.0
8935,34.0,3.1,0.46,1,1,0.9684632,1.0
8936,37.0,3.6,0.9,1,1,0.99666697,1.0
8937,33.0,3.4,-0.38,1,1,0.8867416,1.0
8938,30.0,2.9,-1.24,1,0,0.75189084,1.0
8939,37.0,3.3,0.39,1,0,0.9845068,1.0
8940,43.0,3.4,0.97,1,1,0.99738747,1.0
8941,36.5,3.1,-1.39,1,0,0.5989682,0.0
8942,37.0,3.2,0.18,1,0,0.9759724,1.0
8943,35.0,3.9,-0.55,1,0,0.87047344,1.0
8944,39.0,3.5,-0.48,1,1,0.96891564,1.0
8945,42.0,3.9,0.51,1,1,0.99682534,1.0
8946,48.0,2.9,1.13,1,0,0.999705,1.0
8947,40.0,3.6,0.72,1,1,0.9950832,1.0
8948,36.0,3.2,-1.09,1,0,0.91179264,1.0
8949,36.0,3.9,1.99,1,0,0.99967325,1.0
8950,33.0,3.2,-1.5,1,1,0.65018976,1.0
8951,36.0,3.4,1.1,1,1,0.9902721,1.0
8952,43.0,3.9,1.13,1,1,0.9980313,1.0
8953,35.0,3.5,-0.05,1,1,0.9502703,1.0
8954,36.0,3.7,1.3,1,1,0.9993026,1.0
8955,40.0,3.0,0.77,1,1,0.9751203,1.0
8956,33.0,3.7,0.39,1,1,0.8910573,1.0
8957,41.0,4.0,0.9,1,1,0.9978976,1.0
8958,38.0,3.3,0.18,1,1,0.98516166,1.0
8959,39.5,2.8,-0.22,1,0,0.9582778,1.0
8960,32.0,3.5,1.64,1,1,0.99982977,1.0
8961,27.0,2.5,-1.32,1,0,0.65125465,1.0
8962,38.0,3.2,0.26,1,0,0.9924125,1.0
8963,36.0,3.1,1.48,0,1,0.9985625,1.0
8964,33.5,3.4,1.02,1,0,0.9979614,1.0
8965,36.0,3.7,0.59,1,1,0.9864861,1.0
8966,36.0,2.9,0.54,1,1,0.96282434,1.0
8967,40.0,3.6,1.56,1,0,0.99801105,1.0
8968,36.0,3.4,-0.38,1,0,0.90988684,1.0
8969,41.0,3.1,0.85,1,1,0.99418736,1.0
8970,35.0,3.7,0.59,1,1,0.9800427,1.0
8971,43.0,2.9,1.61,1,0,0.99970347,1.0
8972,29.0,3.1,-2.08,1,0,0.7607158,1.0
8973,33.0,2.4,1.1,0,0,0.97966605,1.0
8974,38.0,3.1,-0.22,1,0,0.95609766,1.0
8975,42.0,3.7,0.46,1,0,0.99312454,1.0
8976,35.0,3.5,0.62,1,1,0.9872443,1.0
8977,30.5,3.6,0.87,1,1,0.9942239,1.0
8978,36.0,3.4,0.11,1,0,0.9431855,1.0
8979,32.0,3.2,-0.15,1,0,0.7084085,1.0
8980,39.0,3.1,-0.12,1,0,0.9458993,1.0
8981,36.0,2.7,-0.05,1,0,0.8662803,1.0
8982,34.5,3.1,0.51,1,0,0.9546971,1.0
8983,42.0,3.7,-0.66,1,0,0.9722826,1.0
8984,36.5,3.4,0.8,1,1,0.9726585,1.0
8985,37.0,3.8,0.64,1,1,0.9896374,1.0
8986,20.0,3.0,-1.14,1,0,0.4537988,1.0
8987,38.0,3.6,1.13,1,1,0.9987488,1.0
8988,36.0,3.3,-1.09,1,1,0.87591517,1.0
8989,39.0,3.0,-0.76,1,0,0.87151235,1.0
8990,32.0,2.9,0.64,1,1,0.9601789,1.0
8991,41.0,2.8,-0.55,1,1,0.8676901,1.0
8992,33.5,4.0,-0.76,1,1,0.9292597,1.0
8993,21.0,3.5,-1.75,0,0,0.82131314,1.0
8994,35.0,3.4,-1.27,1,0,0.6902717,0.0
8995,42.0,2.8,-0.89,1,0,0.8880012,1.0
8996,37.0,3.0,0.01,1,0,0.95192254,1.0
8997,36.0,3.0,-1.27,1,0,0.7304178,1.0
8998,38.0,3.4,-0.73,1,1,0.95605433,1.0
8999,40.0,3.9,0.36,1,0,0.9907927,1.0
9000,31.0,2.2,-0.63,1,0,0.8136356,1.0
9001,26.0,2.6,-0.5,0,1,0.63496464,1.0
9002,33.0,3.6,1.56,1,1,0.9973028,1.0
9003,39.0,3.9,1.66,1,1,0.9999298,1.0
9004,35.0,3.2,-0.63,1,1,0.8866247,1.0
9005,43.0,2.8,0.08,1,1,0.9694445,1.0
9006,39.0,3.1,-0.55,1,0,0.8895913,0.0
9007,35.0,2.6,-0.91,1,0,0.75461835,1.0
9008,36.0,3.4,-1.27,1,1,0.76799047,1.0
9009,36.0,3.5,0.85,1,0,0.997408,1.0
9010,37.0,3.9,1.38,1,1,0.9998652,1.0
9011,25.0,2.8,-0.91,1,1,0.52685696,0.0
9012,37.0,3.3,-1.39,1,1,0.6689007,1.0
9013,36.5,3.2,1.23,1,0,0.99677676,1.0
9014,36.0,3.3,1.2,1,0,0.9772035,1.0
9015,37.0,3.4,-0.55,1,0,0.87131935,1.0
9016,45.0,3.3,-0.73,1,1,0.9281367,0.0
9017,30.0,3.8,-0.63,0,0,0.8882222,1.0
9018,39.0,3.3,0.9,1,1,0.9878511,1.0
9019,35.0,3.4,-0.55,1,1,0.81839734,1.0
9020,44.0,2.7,-0.89,1,1,0.8431479,1.0
9021,37.0,3.2,-0.89,1,1,0.9005481,1.0
9022,42.0,3.7,0.18,1,1,0.99617106,1.0
9023,39.0,3.6,1.23,1,1,0.998949,1.0
9024,38.0,3.2,-1.29,1,0,0.90389097,1.0
9025,40.0,4.0,1.71,1,1,0.9998462,1.0
9026,35.0,3.9,-0.81,1,1,0.7223979,1.0
9027,26.0,3.6,0.26,1,1,0.7841366,1.0
9028,33.0,3.9,-0.91,1,0,0.67548573,0.0
9029,28.0,2.6,-1.27,0,0,0.51347417,0.0
9030,37.5,3.5,-0.63,1,1,0.8505457,1.0
9031,39.0,3.5,0.44,1,0,0.99147683,1.0
9032,38.0,3.2,-0.38,1,0,0.94408363,1.0
9033,39.0,3.4,1.13,0,0,0.9971854,1.0
9034,22.5,2.1,-2.16,0,0,0.07899477,0.0
9035,36.0,2.8,-1.01,1,0,0.75499463,1.0
9036,35.0,3.7,-0.38,1,0,0.9369535,1.0
9037,37.0,2.5,0.87,1,0,0.97691375,1.0
9038,46.0,3.0,2.55,1,1,0.9522197,1.0
9039,41.0,2.7,1.15,1,0,0.98814094,1.0
9040,35.0,3.4,-0.33,1,0,0.76557875,1.0
9041,40.0,3.0,0.95,1,0,0.9901455,1.0
9042,42.0,3.7,1.53,1,0,0.9942275,1.0
9043,37.0,3.3,0.97,1,1,0.9866751,1.0
9044,39.7,2.8,-0.05,1,0,0.95875776,1.0
9045,34.0,4.0,2.73,1,1,0.9998994,1.0
9046,27.0,2.7,-1.5,0,0,0.6132066,1.0
9047,36.0,3.6,-0.76,1,1,0.9226604,1.0
9048,35.0,3.8,-0.55,1,0,0.8434094,0.0
9049,34.0,3.7,-0.73,1,1,0.82689947,1.0
9050,39.0,2.8,-0.73,1,0,0.72219336,1.0
9051,37.0,3.4,0.64,1,1,0.9889598,1.0
9052,29.0,2.3,-0.43,0,0,0.79523486,1.0
9053,39.0,3.3,-1.09,1,1,0.9068136,1.0
9054,36.0,3.6,0.69,1,1,0.96360254,1.0
9055,29.0,2.3,-1.42,0,1,0.42434368,1.0
9056,40.0,3.5,1.02,1,0,0.9989668,1.0
9057,30.0,2.4,-0.91,0,0,0.36244944,1.0
9058,30.0,3.0,-1.42,1,0,0.69951653,1.0
9059,32.0,3.2,0.11,0,1,0.9207133,1.0
9060,45.0,2.5,-0.22,1,0,0.9052249,1.0
9061,32.0,3.6,0.69,1,1,0.9732122,1.0
9062,39.0,3.1,-0.68,1,1,0.9334611,1.0
9063,35.0,3.7,-0.99,1,1,0.8036353,1.0
9064,38.0,2.9,-0.25,1,0,0.91826844,1.0
9065,24.0,2.6,-0.89,1,1,0.38154942,0.0
9066,37.5,3.5,0.87,1,1,0.9938181,1.0
9068,35.0,3.7,0.29,1,1,0.9775638,1.0
9069,34.0,3.7,0.46,1,1,0.9631635,1.0
9070,39.0,3.2,0.08,1,0,0.96232754,1.0
9071,37.0,3.2,0.9,1,1,0.96344185,1.0
9072,35.0,3.6,0.21,1,0,0.95456725,1.0
9073,41.0,3.0,0.29,1,0,0.93001956,1.0
9074,26.5,2.9,-0.33,1,1,0.6816833,0.0
9075,38.0,3.4,0.46,1,1,0.9880927,1.0
9076,37.0,3.6,0.18,1,1,0.98050356,1.0
9077,35.0,3.9,1.13,1,1,0.99924254,1.0
9078,41.0,3.1,-0.68,1,1,0.9150365,1.0
9079,31.0,2.1,0.9,1,0,0.97146904,1.0
9080,38.0,3.4,1.15,1,0,0.9752548,1.0
9081,33.0,2.3,-0.22,0,0,0.6601101,1.0
9082,29.7,3.6,-1.27,1,0,0.74227506,1.0
9083,32.0,3.8,-0.48,1,0,0.963534,1.0
9084,35.5,3.0,-0.18,1,1,0.88102657,1.0
9085,34.5,3.2,1.01,1,1,0.96849895,1.0
9086,35.0,3.1,0.15,1,1,0.93793684,1.0
9087,42.0,3.4,1.64,1,0,0.9982407,1.0
9088,37.0,3.1,0.62,1,1,0.9661124,1.0
9089,35.0,3.2,-1.07,1,1,0.78623676,1.0
9090,32.0,2.9,0.47,1,1,0.9459297,1.0
9091,40.0,2.9,0.47,1,0,0.99399686,1.0
9092,33.0,3.7,1.19,1,1,0.99924326,1.0
9093,35.0,3.3,1.09,1,0,0.98552716,1.0
9094,34.0,3.4,-0.39,1,0,0.89440227,1.0
9095,38.0,3.6,2.02,1,0,0.99966955,1.0
9096,35.0,2.9,-1.74,1,0,0.6534946,1.0
9097,34.0,3.0,-0.52,1,1,0.85052025,0.0
9098,31.0,3.9,1.4,1,1,0.99985087,1.0
9099,33.0,3.6,-0.96,1,1,0.68286693,0.0
9100,32.0,3.6,0.41,1,1,0.9377017,1.0
9101,39.0,3.0,-1.43,1,0,0.64986604,1.0
9102,37.0,2.2,0.02,1,0,0.88722324,1.0
9103,34.0,3.7,-0.37,1,0,0.9582782,1.0
9104,41.0,3.1,2.75,1,1,0.9950669,1.0
9105,37.0,3.4,0.57,1,0,0.9479724,1.0
9106,26.3,3.7,-1.14,1,0,0.6978677,1.0
9107,27.7,3.8,0.8,1,1,0.9768197,1.0
9109,38.0,3.0,0.15,1,1,0.9419448,1.0
9110,37.0,3.5,0.41,1,1,0.9888948,1.0
9111,37.0,3.0,-0.21,1,0,0.92194307,1.0
9112,32.0,3.5,-0.91,1,1,0.73840064,1.0
9113,36.0,3.2,-0.26,1,0,0.9131428,0.0
9115,40.0,3.4,0.15,1,1,0.9571745,1.0
9116,35.0,3.5,0.05,1,1,0.9212888,1.0
9117,39.0,3.9,2.18,1,1,0.9996922,1.0
9118,45.0,3.5,-0.03,1,1,0.9945214,1.0
9119,34.0,2.8,0.26,1,0,0.95764214,1.0
9121,36.0,3.3,0.39,1,1,0.9801748,1.0
9122,40.0,3.3,-0.16,1,1,0.9444523,1.0
9123,29.5,3.9,-0.6,1,1,0.35693726,0.0
9124,42.0,2.7,-0.81,1,0,0.8925315,1.0
9125,37.0,3.5,-0.7,1,0,0.91054887,1.0
9127,45.0,3.2,0.99,1,0,0.99314016,1.0
9129,38.0,2.6,-1.4,1,1,0.67987686,1.0
9131,36.0,2.8,-0.26,1,1,0.8570755,1.0
9132,34.0,3.4,-1.35,1,0,0.8126526,1.0
9134,35.0,3.7,0.21,1,1,0.96394897,1.0
9136,37.0,2.9,0.34,1,0,0.97974193,1.0
9137,36.0,3.3,-0.13,1,0,0.94877386,1.0
9138,41.0,3.1,0.88,1,0,0.9943553,1.0
9139,28.0,2.7,-1.4,0,1,0.6000342,1.0
9140,31.5,3.0,-0.83,1,0,0.8100305,1.0
9143,39.0,2.7,-0.39,1,1,0.82917637,1.0
9144,40.0,3.1,0.96,1,0,0.9901455,1.0
9145,36.0,3.6,-0.37,1,0,0.9552217,1.0
9146,40.0,3.7,-0.89,1,1,0.9418715,1.0
9147,31.0,3.2,0.08,1,1,0.9149905,1.0
9149,30.5,3.3,-0.83,1,1,0.6365673,0.0
9150,32.0,3.2,-0.08,1,0,0.8008402,1.0
9152,34.0,3.5,0.23,1,1,0.9342386,1.0
9153,41.5,3.1,-0.96,1,0,0.9367465,1.0
9154,34.0,3.3,-0.03,1,0,0.9715082,1.0
9155,37.0,3.0,-0.7,1,0,0.8946749,1.0
9156,33.0,3.4,1.01,1,1,0.9702711,1.0
9157,38.0,3.3,1.17,1,1,0.9781262,1.0
9159,36.0,2.7,-0.11,1,0,0.9028806,1.0
9160,32.0,3.7,-0.76,1,1,0.54535604,0.0
9162,32.0,3.5,1.38,1,1,0.99961346,1.0
9165,33.0,3.5,0.28,1,1,0.937908,1.0
9166,38.0,3.4,-0.18,1,1,0.9554688,1.0
9167,39.0,2.9,1.19,1,1,0.98931086,1.0
9168,39.0,3.3,0.54,1,1,0.98972285,1.0
9169,39.0,3.3,0.96,1,0,0.98740256,1.0
9170,37.0,2.5,-0.18,1,0,0.9023578,1.0
9171,35.0,3.3,0.8,1,0,0.97178227,1.0
9172,36.0,2.9,0.91,1,0,0.98129237,1.0
9173,37.0,3.1,0.26,1,0,0.99191695,1.0
9174,36.0,3.2,-0.18,1,0,0.9051827,1.0
9175,35.0,3.6,-1.79,1,0,0.5205475,0.0
9176,36.0,3.5,2.02,1,1,0.9995123,1.0
9177,38.0,2.9,0.23,1,0,0.9826889,1.0
9178,36.0,2.4,-0.37,1,1,0.8433116,1.0
9179,34.0,3.5,1.06,1,1,0.99869126,1.0
9181,36.0,3.4,0.86,1,0,0.98130727,1.0
9182,38.0,3.0,0.7,1,0,0.98962283,1.0
9183,36.0,2.7,-1.27,1,0,0.6820063,1.0
9184,35.0,3.4,1.04,1,1,0.99335736,1.0
9185,33.0,3.9,-0.42,1,1,0.94936603,1.0
9186,35.0,2.9,-1.4,1,0,0.61568975,1.0
9187,33.0,3.1,-1.72,1,1,0.20721097,0.0
9188,40.0,3.2,2.23,1,0,0.9977068,1.0
9189,37.0,3.8,1.19,1,1,0.9997739,1.0
9190,39.0,3.8,0.95,1,1,0.99851686,1.0
9191,36.0,3.5,-0.06,1,0,0.9599444,1.0
9192,37.0,2.8,0.72,1,1,0.97062844,1.0
9193,40.0,3.2,1.92,1,0,0.99954957,1.0
9195,32.0,3.9,0.51,1,1,0.9100752,1.0
9196,40.0,2.6,-1.52,1,0,0.49776804,0.0
9197,35.0,3.4,0.91,1,1,0.96159095,1.0
9198,40.0,3.2,-1.16,1,1,0.8714641,1.0
9199,36.5,3.5,1.37,1,1,0.9991991,1.0
9200,36.0,3.0,-0.8,1,0,0.9092395,1.0
9201,34.0,3.6,-0.25,1,1,0.9537233,1.0
9203,33.5,3.4,0.0,1,1,0.96197337,1.0
9204,40.0,3.6,0.65,1,1,0.99685234,1.0
9206,39.0,3.6,0.13,1,1,0.97108656,1.0
9207,40.0,3.1,0.46,1,1,0.9908942,1.0
9208,39.0,3.4,0.13,1,0,0.94816315,1.0
9209,42.0,3.4,1.9,1,0,0.9987987,1.0
9212,36.0,3.1,-0.19,1,0,0.92653817,1.0
9213,40.0,2.9,-0.76,1,1,0.86074287,0.0
9214,38.0,3.3,1.5,1,0,0.9938355,1.0
9215,40.0,3.3,1.46,1,1,0.9988354,1.0
9216,38.0,3.1,-1.03,1,0,0.9389973,1.0
9217,36.0,3.2,0.63,1,1,0.9828383,1.0
9219,43.0,3.6,-1.43,1,1,0.9620213,1.0
9220,41.0,3.5,1.03,1,0,0.9980045,1.0
9222,40.0,3.3,1.2,1,1,0.9859977,1.0
9223,35.0,3.3,-0.93,1,1,0.7864138,1.0
9224,41.0,2.8,-0.44,1,1,0.9302771,1.0
9225,42.0,2.8,0.87,1,0,0.9823758,1.0
9227,39.0,3.5,2.3,1,0,0.9998709,1.0
9228,45.0,2.9,0.59,1,0,0.99232554,1.0
9229,38.0,2.6,-0.84,1,0,0.7516302,1.0
9230,39.0,3.5,0.34,1,0,0.97913146,1.0
9231,22.5,3.0,-1.39,0,1,0.34167492,0.0
9234,38.0,2.9,-1.39,1,1,0.65874135,0.0
9236,41.0,3.5,1.69,1,1,0.999759,1.0
9239,39.0,3.2,0.74,1,0,0.98734903,1.0
9241,37.0,3.4,0.76,1,1,0.90512323,1.0
9242,38.0,3.3,0.57,1,1,0.91457736,1.0
9243,42.0,3.0,2.36,1,0,0.9982191,1.0
9244,37.0,3.6,1.79,1,0,0.999757,1.0
9245,40.0,2.7,0.34,1,1,0.94179714,1.0
9246,38.0,3.7,-0.19,1,1,0.9763274,1.0
9247,35.5,3.5,-0.13,1,1,0.95876426,1.0
9248,38.0,3.4,-0.61,1,0,0.9593409,1.0
9249,39.0,3.6,0.32,1,1,0.98562753,1.0
9250,38.0,3.3,-0.48,1,1,0.9757549,1.0
9251,42.0,3.0,-0.67,1,1,0.8822891,1.0
9252,36.0,3.6,-0.89,1,0,0.92498404,1.0
9253,42.0,3.0,1.6,1,0,0.9995407,1.0
9258,39.0,3.4,0.19,1,0,0.9647629,1.0
9259,40.0,3.0,-0.63,1,0,0.92325205,1.0
9260,41.0,3.1,1.14,1,0,0.9969304,1.0
9261,39.0,3.1,-0.08,1,0,0.9385429,1.0
9263,33.0,2.9,-0.44,1,1,0.8066896,1.0
9264,42.0,3.5,-0.84,1,1,0.9274618,1.0
9265,37.0,3.4,-0.08,1,0,0.9621392,1.0
9266,42.0,3.6,1.63,1,1,0.99968433,1.0
9267,41.0,3.4,0.91,1,1,0.98345023,1.0
9270,38.0,3.0,1.35,1,0,0.9967163,1.0
9271,36.0,3.5,1.19,1,1,0.99898154,1.0
9272,33.0,3.5,0.66,1,1,0.9157086,1.0
9273,38.0,3.2,1.49,1,1,0.9944622,1.0
9274,44.0,2.1,0.36,1,0,0.917461,1.0
9275,33.0,3.5,-0.49,0,1,0.9479712,1.0
9277,44.0,2.9,1.68,1,1,0.9993673,1.0
9278,37.0,3.4,1.05,1,1,0.99462044,1.0
9279,36.0,2.9,0.1,1,1,0.86890566,1.0
9280,31.5,3.2,0.56,1,0,0.9809503,1.0
9282,34.0,3.6,0.85,1,1,0.9982198,1.0
9283,37.0,3.1,0.6,1,0,0.8980058,1.0
9284,38.0,2.9,-0.51,1,1,0.9116015,1.0
9285,36.5,2.6,1.47,1,1,0.998393,1.0
9286,39.0,2.9,0.66,1,1,0.9713768,1.0
9287,32.0,3.5,-0.79,1,1,0.74982786,1.0
9288,36.0,3.1,0.46,1,1,0.98174244,1.0
9289,36.0,3.4,-1.42,1,1,0.52890056,0.0
9290,42.0,3.5,1.09,1,1,0.99585825,1.0
9291,34.0,3.0,-1.09,1,0,0.7204209,1.0
9292,34.0,2.9,-0.14,1,1,0.82355213,1.0
9293,37.0,3.5,0.2,1,0,0.97695655,1.0
9294,37.0,2.4,-0.33,1,1,0.83467585,1.0
9295,37.0,3.2,1.78,1,0,0.9992618,1.0
9296,35.0,3.4,-0.79,1,1,0.8617035,1.0
9297,34.0,3.3,-0.39,1,0,0.8952944,0.0
9298,34.0,3.1,-1.34,1,1,0.6940937,1.0
9299,36.0,2.6,-0.49,1,0,0.8737207,1.0
9300,40.0,2.8,-0.2,1,0,0.9676963,1.0
9301,33.0,3.0,0.56,1,0,0.966563,1.0
9302,35.0,3.3,-0.39,1,0,0.8024862,0.0
9303,28.0,2.0,-0.63,1,0,0.9639842,1.0
9304,29.5,2.8,-0.33,0,1,0.90073293,1.0
9305,39.0,3.1,1.66,1,0,0.99968994,1.0
9306,33.0,3.4,-0.04,1,1,0.92608553,1.0
9307,41.0,2.5,1.39,1,0,0.9985103,1.0
9308,33.0,2.5,0.56,0,0,0.848329,1.0
9309,42.0,3.7,-1.52,1,1,0.8717264,1.0
9310,32.0,2.9,-1.58,0,0,0.71537095,1.0
9313,27.0,2.8,-0.77,0,0,0.5655476,1.0
9314,36.0,3.6,-0.81,1,1,0.89792234,1.0
9315,38.0,3.2,0.08,1,1,0.9677894,1.0
9316,37.0,3.5,0.02,1,1,0.9587606,1.0
9317,40.0,2.8,-0.04,1,1,0.9429312,1.0
9318,41.0,3.4,0.66,1,1,0.9925504,1.0
9319,36.0,3.7,-0.33,1,1,0.9397977,1.0
9320,31.0,3.5,-0.53,1,1,0.773145,1.0
9322,43.0,3.6,0.4,1,0,0.98518443,1.0
9323,34.0,3.3,1.19,1,0,0.99302715,1.0
9324,37.0,2.7,-0.24,1,0,0.90531325,1.0
9325,40.0,3.2,-0.29,1,0,0.94626445,1.0
9327,23.0,2.6,-0.33,0,0,0.38526043,0.0
9328,36.0,3.7,-0.73,1,0,0.87112844,0.0
9329,41.0,2.5,0.1,1,0,0.850852,0.0
9330,34.0,3.3,-0.69,1,1,0.8631383,1.0
9331,40.0,2.7,1.49,1,0,0.9984315,1.0
9332,38.0,2.8,-1.98,1,0,0.8749533,1.0
9333,41.0,2.9,1.29,1,0,0.9801524,1.0
9334,39.0,2.5,0.38,1,1,0.9635022,1.0
9335,40.0,3.2,0.1,1,1,0.9273428,1.0
9336,37.0,3.5,1.15,1,0,0.99718106,1.0
9337,41.0,2.5,0.85,1,0,0.9751983,1.0
9338,36.0,2.3,0.5,1,0,0.93723035,1.0
9339,34.0,3.5,0.5,1,1,0.9538752,1.0
9341,37.0,3.6,-0.31,1,1,0.8915187,1.0
9342,46.0,2.7,0.56,1,0,0.99730694,1.0
9343,29.0,2.1,-1.3,0,1,0.5778168,1.0
9344,36.0,2.8,-0.41,1,0,0.9148718,1.0
9345,40.0,3.6,1.57,1,0,0.99769574,1.0
9346,43.0,3.4,0.32,1,0,0.96855664,1.0
9347,37.0,3.1,0.56,1,0,0.988468,1.0
9348,41.0,3.2,0.77,1,1,0.982935,1.0
9349,35.0,3.3,-1.52,1,1,0.8631387,1.0
9351,29.0,2.7,0.12,0,1,0.9725026,1.0
9352,43.0,3.1,-0.18,1,0,0.939711,1.0
9354,34.0,3.2,0.91,1,1,0.9724628,1.0
9355,42.0,3.7,0.28,1,1,0.9971897,1.0
9357,35.0,2.8,-1.11,1,0,0.64232785,1.0
9358,34.0,3.0,-0.81,1,0,0.8416052,1.0
9359,38.0,3.2,-0.18,1,0,0.9583467,1.0
9360,37.0,2.8,1.35,1,0,0.9936713,1.0
9361,32.5,2.8,-0.67,1,0,0.8402806,1.0
9362,39.0,3.5,1.41,1,1,0.9997346,1.0
9363,37.0,2.9,-0.51,1,1,0.8970535,1.0
9364,35.0,3.1,-0.83,1,0,0.84226626,1.0
9365,42.0,2.7,1.07,1,1,0.9864167,1.0
9366,37.0,3.0,-0.91,1,1,0.84558517,1.0
9367,35.0,3.4,-1.32,1,0,0.5962892,0.0
9368,41.0,3.3,1.37,1,0,0.99722844,1.0
9369,45.0,3.9,0.71,1,0,0.9932862,1.0
9370,39.0,2.7,-0.93,1,0,0.8126449,1.0
9371,31.5,3.4,-0.27,1,0,0.95891064,1.0
9372,39.0,3.0,-0.33,1,1,0.8751725,1.0
9373,32.5,3.1,0.28,1,0,0.96060115,1.0
9374,41.0,3.2,1.17,1,0,0.9897215,1.0
9376,41.0,2.9,0.81,1,1,0.98887306,1.0
9378,38.0,3.0,0.48,1,0,0.9298377,0.0
9380,40.0,3.0,1.15,1,1,0.9816527,1.0
9381,40.0,3.5,-0.37,1,1,0.9684188,1.0
9382,36.0,3.5,0.22,1,1,0.9692143,1.0
